id,age,job,marital,education,default,balance,housing,loan,date,duration,campaign,pdays,previous,poutcome,deposit
810,30,management,single,tertiary,no,1541,0,0,18-Aug-21,471,8,-1,0,unknown,1
811,54,blue-collar,married,secondary,no,548,0,0,18-Aug-21,520,7,-1,0,unknown,1
812,31,management,divorced,tertiary,no,254,0,0,18-Aug-21,1576,8,-1,0,unknown,1
813,46,technician,single,tertiary,no,4414,0,0,18-Aug-21,504,7,-1,0,unknown,1
814,61,management,married,secondary,no,985,0,0,18-Aug-21,998,6,-1,0,unknown,1
815,58,retired,married,primary,no,1241,0,0,18-Aug-21,194,2,-1,0,unknown,1
816,38,technician,single,secondary,no,3278,0,0,19-Aug-21,645,14,-1,0,unknown,1
817,49,technician,married,secondary,no,412,0,0,19-Aug-21,1293,8,-1,0,unknown,1
818,43,management,single,tertiary,no,483,0,0,19-Aug-21,950,6,-1,0,unknown,1
819,52,management,married,tertiary,no,7135,0,0,19-Aug-21,1032,3,-1,0,unknown,1
820,33,self-employed,single,tertiary,no,61,0,0,19-Aug-21,836,3,-1,0,unknown,1
821,33,management,married,tertiary,no,1412,1,0,19-Aug-21,480,1,-1,0,unknown,1
822,53,management,married,tertiary,no,15,0,0,20-Aug-21,921,2,-1,0,unknown,1
823,40,admin.,single,tertiary,no,27,0,0,20-Aug-21,467,2,-1,0,unknown,1
824,44,self-employed,married,tertiary,no,1196,0,0,20-Aug-21,552,5,-1,0,unknown,1
825,42,technician,divorced,secondary,no,19,0,0,20-Aug-21,875,4,-1,0,unknown,1
826,33,management,single,tertiary,no,432,0,0,20-Aug-21,588,6,-1,0,unknown,1
827,53,technician,married,tertiary,no,988,0,0,20-Aug-21,1408,5,-1,0,unknown,1
828,60,admin.,married,tertiary,no,1614,0,0,20-Aug-21,921,6,-1,0,unknown,1
829,33,technician,single,secondary,no,163,1,0,20-Aug-21,627,2,-1,0,unknown,1
830,37,technician,married,tertiary,no,247,0,0,20-Aug-21,625,6,-1,0,unknown,1
831,45,admin.,married,secondary,no,236,0,0,20-Aug-21,703,2,-1,0,unknown,1
832,34,technician,single,secondary,no,666,0,0,21-Aug-21,1503,2,-1,0,unknown,1
833,56,technician,married,tertiary,no,73,0,0,21-Aug-21,644,4,-1,0,unknown,1
834,57,technician,divorced,tertiary,no,96,0,0,21-Aug-21,913,4,-1,0,unknown,1
835,32,management,single,tertiary,no,46,0,0,21-Aug-21,788,6,-1,0,unknown,1
836,50,services,married,secondary,no,1501,0,0,21-Aug-21,946,4,-1,0,unknown,1
837,30,services,single,tertiary,no,-477,0,1,21-Aug-21,1532,2,-1,0,unknown,1
838,56,admin.,married,secondary,no,1694,0,0,21-Aug-21,793,10,-1,0,unknown,1
839,55,blue-collar,married,secondary,no,196,0,0,21-Aug-21,81,1,-1,0,unknown,1
840,34,self-employed,single,tertiary,no,462,0,0,21-Aug-21,1877,3,-1,0,unknown,1
841,52,management,married,tertiary,no,1227,0,0,22-Aug-21,1123,4,-1,0,unknown,1
842,32,management,single,tertiary,no,522,0,0,22-Aug-21,576,2,-1,0,unknown,1
843,31,self-employed,married,tertiary,no,94,0,0,22-Aug-21,579,2,-1,0,unknown,1
844,44,technician,married,secondary,no,267,0,0,22-Aug-21,520,2,-1,0,unknown,1
845,33,management,married,tertiary,no,4570,0,0,22-Aug-21,1258,2,-1,0,unknown,1
846,53,blue-collar,married,secondary,no,25,0,0,22-Aug-21,528,2,-1,0,unknown,1
847,46,management,single,tertiary,no,0,0,0,22-Aug-21,686,2,-1,0,unknown,1
848,46,entrepreneur,married,tertiary,no,1920,0,0,22-Aug-21,604,6,-1,0,unknown,1
849,59,admin.,married,secondary,no,1575,1,0,22-Aug-21,1241,11,-1,0,unknown,1
850,51,unemployed,married,secondary,no,234,0,0,22-Aug-21,735,1,-1,0,unknown,1
851,57,retired,married,primary,no,3518,1,0,25-Aug-21,626,3,-1,0,unknown,1
852,43,technician,married,secondary,no,136,0,0,25-Aug-21,363,7,-1,0,unknown,1
853,48,management,single,tertiary,no,830,0,0,25-Aug-21,961,4,-1,0,unknown,1
854,33,housemaid,married,primary,no,2054,0,0,25-Aug-21,472,6,-1,0,unknown,1
855,59,blue-collar,married,primary,no,-546,0,0,25-Aug-21,1152,6,-1,0,unknown,1
856,58,blue-collar,married,primary,no,5188,1,0,25-Aug-21,606,6,-1,0,unknown,1
857,32,management,single,tertiary,no,1882,0,0,25-Aug-21,497,5,-1,0,unknown,1
858,44,management,married,tertiary,no,792,0,0,25-Aug-21,630,7,-1,0,unknown,1
859,47,blue-collar,married,unknown,yes,162,0,0,25-Aug-21,366,3,-1,0,unknown,1
860,34,technician,married,secondary,no,1035,0,0,25-Aug-21,1374,10,-1,0,unknown,1
861,51,retired,married,tertiary,no,746,0,0,25-Aug-21,372,5,-1,0,unknown,1
862,60,unknown,married,unknown,no,17297,0,0,26-Aug-21,664,11,-1,0,unknown,1
863,46,admin.,married,secondary,no,22,0,0,26-Aug-21,388,6,-1,0,unknown,1
864,41,technician,married,tertiary,no,231,0,0,26-Aug-21,428,2,-1,0,unknown,1
865,34,self-employed,single,secondary,no,296,0,0,27-Aug-21,609,13,-1,0,unknown,1
866,31,technician,divorced,tertiary,no,0,0,0,27-Aug-21,581,6,-1,0,unknown,1
867,37,management,married,tertiary,no,40,0,0,27-Aug-21,1033,4,-1,0,unknown,1
868,59,retired,married,secondary,no,2396,0,0,27-Aug-21,1040,6,-1,0,unknown,1
869,55,services,married,unknown,no,2944,0,0,27-Aug-21,672,6,-1,0,unknown,1
870,33,management,single,tertiary,no,7084,0,0,27-Aug-21,512,8,-1,0,unknown,1
871,30,technician,married,tertiary,no,569,0,0,27-Aug-21,976,12,-1,0,unknown,1
872,36,management,married,tertiary,no,0,0,0,27-Aug-21,645,9,-1,0,unknown,1
873,44,management,married,tertiary,no,1138,0,0,27-Aug-21,523,3,-1,0,unknown,1
874,36,technician,divorced,secondary,no,54,1,0,27-Aug-21,1642,3,-1,0,unknown,1
875,33,management,single,tertiary,no,2637,0,0,28-Aug-21,583,17,-1,0,unknown,1
876,36,technician,married,secondary,no,2473,0,0,28-Aug-21,965,4,-1,0,unknown,1
877,53,blue-collar,married,primary,no,5603,0,0,28-Aug-21,2372,6,-1,0,unknown,1
878,47,admin.,divorced,secondary,no,225,0,0,28-Aug-21,1126,4,-1,0,unknown,1
879,39,management,married,tertiary,no,-17,1,1,28-Aug-21,908,1,-1,0,unknown,1
880,35,technician,single,secondary,no,3490,1,0,29-Aug-21,643,2,-1,0,unknown,1
881,32,management,single,tertiary,no,769,0,0,29-Aug-21,695,2,-1,0,unknown,1
882,46,technician,divorced,secondary,no,-90,0,1,17-Oct-21,270,1,-1,0,unknown,1
883,30,self-employed,married,tertiary,no,1785,0,0,17-Oct-21,235,1,-1,0,unknown,1
884,36,self-employed,single,tertiary,no,-103,1,1,17-Oct-21,3253,1,-1,0,unknown,1
885,47,admin.,divorced,secondary,no,555,1,1,17-Oct-21,478,1,-1,0,unknown,1
886,52,technician,married,secondary,no,5303,1,0,19-Oct-21,133,1,-1,0,unknown,1
887,43,management,married,tertiary,no,1258,0,0,20-Oct-21,312,1,-1,0,unknown,1
888,44,technician,single,secondary,no,1679,0,0,20-Oct-21,718,1,-1,0,unknown,1
889,30,blue-collar,married,secondary,no,1664,1,0,20-Oct-21,2016,1,-1,0,unknown,1
890,32,admin.,married,secondary,no,8749,1,1,21-Oct-21,294,1,-1,0,unknown,1
891,42,admin.,single,secondary,no,-247,1,1,21-Oct-21,519,1,166,1,other,1
892,33,services,married,secondary,no,3444,1,0,21-Oct-21,144,1,91,4,failure,1
893,45,admin.,married,secondary,no,5346,1,1,21-Oct-21,187,1,-1,0,unknown,1
894,45,blue-collar,married,secondary,no,1144,1,0,22-Oct-21,676,1,-1,0,unknown,1
895,28,student,single,secondary,no,2351,0,0,22-Oct-21,157,1,-1,0,unknown,1
896,32,technician,single,tertiary,no,5514,0,0,22-Oct-21,181,1,-1,0,unknown,1
897,28,self-employed,married,secondary,no,123,0,1,22-Oct-21,313,1,-1,0,unknown,1
898,44,admin.,divorced,primary,no,429,1,0,23-Oct-21,80,1,-1,0,unknown,1
899,51,entrepreneur,married,tertiary,no,5254,1,0,23-Oct-21,134,1,-1,0,unknown,1
900,56,technician,married,secondary,no,589,1,0,23-Oct-21,518,1,147,2,success,1
901,40,technician,divorced,tertiary,no,568,1,0,24-Oct-21,112,1,-1,0,unknown,1
902,49,admin.,married,secondary,no,10250,1,0,24-Oct-21,97,1,-1,0,unknown,1
903,50,management,single,tertiary,no,3537,0,0,24-Oct-21,305,1,-1,0,unknown,1
904,58,admin.,divorced,secondary,no,1947,0,0,26-Oct-21,228,1,-1,0,unknown,1
905,37,admin.,married,secondary,no,1967,0,0,27-Oct-21,376,1,-1,0,unknown,1
906,27,entrepreneur,married,secondary,no,2329,0,0,27-Oct-21,131,1,-1,0,unknown,1
907,47,management,divorced,tertiary,no,12026,1,0,27-Oct-21,251,1,-1,0,unknown,1
908,39,admin.,married,secondary,no,1757,0,0,28-Oct-21,125,1,-1,0,unknown,1
909,43,management,married,secondary,no,107,1,1,28-Oct-21,135,1,-1,0,unknown,1
910,34,technician,married,secondary,no,1012,1,1,28-Oct-21,540,1,-1,0,unknown,1
911,35,management,divorced,tertiary,no,0,1,0,29-Oct-21,171,1,-1,0,unknown,1
912,58,management,divorced,tertiary,no,372,0,1,29-Oct-21,11,1,-1,0,unknown,1
913,35,management,single,tertiary,no,7506,1,0,30-Oct-21,248,1,-1,0,unknown,1
914,42,technician,divorced,secondary,no,314,1,0,30-Oct-21,234,1,-1,0,unknown,1
915,43,retired,married,secondary,no,860,0,0,30-Oct-21,132,1,-1,0,unknown,1
916,34,housemaid,married,secondary,no,0,1,0,30-Oct-21,154,1,-1,0,unknown,1
917,35,blue-collar,single,secondary,no,3623,0,0,30-Oct-21,160,1,-1,0,unknown,1
918,38,admin.,single,secondary,no,2470,0,0,31-Oct-21,227,1,-1,0,unknown,1
919,39,blue-collar,married,secondary,no,1307,1,0,31-Oct-21,158,1,-1,0,unknown,1
920,58,retired,divorced,tertiary,no,3237,0,0,31-Oct-21,615,1,-1,0,unknown,1
921,60,management,married,tertiary,no,5041,0,0,4-Nov-21,399,1,-1,0,unknown,1
922,56,technician,married,secondary,no,6619,1,0,4-Nov-21,465,1,-1,0,unknown,1
923,31,management,married,tertiary,no,1331,0,0,5-Nov-21,268,1,-1,0,unknown,1
924,37,services,married,secondary,no,1970,1,0,5-Nov-21,253,1,-1,0,unknown,1
925,59,retired,divorced,secondary,no,1026,0,0,5-Nov-21,669,1,-1,0,unknown,1
926,49,management,married,secondary,no,249,0,0,6-Nov-21,234,1,-1,0,unknown,1
927,30,management,single,tertiary,no,12857,1,0,6-Nov-21,150,1,-1,0,unknown,1
928,31,technician,single,tertiary,no,2807,0,0,8-Nov-21,154,1,-1,0,unknown,1
929,40,blue-collar,married,secondary,no,5060,0,0,9-Nov-21,299,1,-1,0,unknown,1
930,43,admin.,married,secondary,no,2271,0,0,10-Nov-21,524,1,-1,0,unknown,1
931,48,management,married,tertiary,no,1,0,0,10-Nov-21,248,1,-1,0,unknown,1
932,34,management,married,tertiary,no,676,0,0,11-Nov-21,486,1,-1,0,unknown,1
933,28,self-employed,single,tertiary,no,160,0,0,11-Nov-21,158,1,-1,0,unknown,1
934,34,admin.,married,tertiary,no,899,1,0,12-Nov-21,114,1,170,3,failure,1
935,47,blue-collar,married,secondary,no,1230,1,0,12-Nov-21,378,1,-1,0,unknown,1
936,59,housemaid,married,tertiary,no,0,0,0,13-Nov-21,494,1,-1,0,unknown,1
937,32,blue-collar,single,tertiary,no,700,0,0,13-Nov-21,90,1,-1,0,unknown,1
938,31,entrepreneur,single,secondary,no,0,0,0,13-Nov-21,160,1,-1,0,unknown,1
939,27,student,single,secondary,no,67,0,0,14-Nov-21,239,1,-1,0,unknown,1
940,35,unemployed,single,secondary,no,127,1,0,14-Nov-21,162,1,-1,0,unknown,1
941,32,blue-collar,married,secondary,no,2089,1,0,14-Nov-21,132,1,-1,0,unknown,1
942,57,blue-collar,married,unknown,no,3585,0,0,14-Nov-21,172,1,-1,0,unknown,1
943,58,management,married,tertiary,no,4152,1,0,14-Nov-21,160,1,-1,0,unknown,1
944,30,technician,single,secondary,no,816,1,0,14-Nov-21,179,1,-1,0,unknown,1
945,37,management,married,secondary,no,5447,1,1,17-Nov-21,1789,1,-1,0,unknown,1
946,44,technician,divorced,secondary,no,275,0,0,17-Nov-21,1077,1,-1,0,unknown,1
947,57,blue-collar,married,secondary,no,1540,1,0,17-Nov-21,564,1,-1,0,unknown,1
948,34,blue-collar,married,secondary,no,751,1,1,17-Nov-21,1303,1,-1,0,unknown,1
949,54,unemployed,single,secondary,no,380,0,0,17-Nov-21,696,2,-1,0,unknown,1
950,55,retired,married,secondary,no,1504,1,1,17-Nov-21,761,1,-1,0,unknown,1
951,59,management,married,tertiary,no,1783,0,1,17-Nov-21,540,2,-1,0,unknown,1
952,53,retired,married,tertiary,no,2269,0,0,17-Nov-21,1091,2,150,1,success,1
953,37,technician,married,secondary,no,5115,1,0,17-Nov-21,1210,2,171,4,failure,1
954,45,entrepreneur,married,secondary,no,781,0,1,17-Nov-21,652,2,126,2,failure,1
955,49,technician,single,secondary,no,-188,1,1,17-Nov-21,454,1,-1,0,unknown,1
956,31,blue-collar,single,tertiary,no,761,0,0,18-Nov-21,514,2,-1,0,unknown,1
957,31,admin.,single,secondary,no,19,1,0,18-Nov-21,1978,1,-1,0,unknown,1
958,35,technician,married,secondary,no,4508,1,0,18-Nov-21,854,1,-1,0,unknown,1
959,37,entrepreneur,divorced,tertiary,no,66,0,0,18-Nov-21,1164,2,-1,0,unknown,1
960,48,management,married,tertiary,no,2266,0,0,18-Nov-21,676,1,-1,0,unknown,1
961,39,technician,single,secondary,no,4646,1,0,18-Nov-21,486,1,-1,0,unknown,1
962,34,management,single,tertiary,no,1494,1,0,18-Nov-21,596,1,182,1,other,1
963,49,management,married,tertiary,no,1050,1,0,18-Nov-21,924,1,-1,0,unknown,1
964,41,management,married,tertiary,no,0,1,0,18-Nov-21,897,3,-1,0,unknown,1
965,46,management,married,secondary,no,0,0,0,18-Nov-21,1855,1,-1,0,unknown,1
966,54,management,divorced,tertiary,no,2171,1,1,18-Nov-21,1034,1,-1,0,unknown,1
967,38,technician,married,tertiary,no,3234,0,0,18-Nov-21,578,2,-1,0,unknown,1
968,39,entrepreneur,married,secondary,no,11887,0,0,18-Nov-21,1181,2,-1,0,unknown,1
969,46,management,married,tertiary,no,0,0,0,18-Nov-21,716,2,110,3,other,1
970,58,management,divorced,tertiary,no,5037,1,0,18-Nov-21,1437,2,-1,0,unknown,1
971,32,self-employed,single,tertiary,no,386,1,0,18-Nov-21,482,1,-1,0,unknown,1
972,30,admin.,married,secondary,no,8781,1,0,18-Nov-21,898,1,-1,0,unknown,1
973,51,entrepreneur,married,primary,no,538,0,0,18-Nov-21,1122,4,-1,0,unknown,1
974,30,management,single,tertiary,no,5561,1,0,19-Nov-21,511,1,-1,0,unknown,1
975,35,management,divorced,tertiary,no,859,1,1,19-Nov-21,1554,1,-1,0,unknown,1
976,30,services,single,primary,no,0,1,1,19-Nov-21,686,1,-1,0,unknown,1
977,30,self-employed,single,secondary,no,-617,0,1,19-Nov-21,925,1,-1,0,unknown,1
978,43,management,married,tertiary,no,1429,1,0,19-Nov-21,1015,1,198,2,other,1
979,47,management,married,unknown,no,4189,1,0,19-Nov-21,489,3,-1,0,unknown,1
980,51,retired,married,tertiary,no,580,0,0,19-Nov-21,694,2,-1,0,unknown,1
981,32,services,single,secondary,no,2615,0,0,19-Nov-21,853,1,-1,0,unknown,1
982,53,unemployed,divorced,secondary,no,587,0,0,19-Nov-21,561,1,-1,0,unknown,1
983,33,technician,single,tertiary,no,149,1,0,19-Nov-21,424,2,182,1,other,1
984,40,blue-collar,single,secondary,no,3,0,0,19-Nov-21,998,1,-1,0,unknown,1
985,42,blue-collar,married,primary,no,807,1,0,19-Nov-21,1057,1,-1,0,unknown,1
986,46,unemployed,divorced,secondary,no,3354,1,0,19-Nov-21,522,1,174,1,success,1
987,32,self-employed,single,tertiary,no,1249,1,0,19-Nov-21,472,1,-1,0,unknown,1
988,38,blue-collar,married,primary,no,190,1,0,19-Nov-21,623,1,175,1,other,1
989,32,technician,single,tertiary,no,550,0,0,19-Nov-21,337,1,-1,0,unknown,1
990,30,entrepreneur,married,secondary,no,12737,0,1,19-Nov-21,589,2,-1,0,unknown,1
991,35,technician,married,secondary,no,0,1,0,19-Nov-21,644,4,-1,0,unknown,1
992,36,admin.,married,secondary,no,1207,1,0,19-Nov-21,1792,2,-1,0,unknown,1
993,43,self-employed,divorced,secondary,no,347,0,0,19-Nov-21,1468,3,-1,0,unknown,1
994,42,management,married,tertiary,no,3713,0,0,19-Nov-21,709,2,-1,0,unknown,1
995,40,management,married,tertiary,no,3352,1,0,19-Nov-21,639,2,27,1,success,1
996,32,blue-collar,married,secondary,no,254,1,0,19-Nov-21,1720,3,-1,0,unknown,1
997,32,technician,married,tertiary,no,4654,1,1,20-Nov-21,276,1,128,2,failure,1
998,41,blue-collar,single,secondary,yes,-386,0,1,20-Nov-21,477,1,-1,0,unknown,1
999,34,blue-collar,single,secondary,no,3043,1,1,20-Nov-21,670,1,-1,0,unknown,1
1000,40,services,single,secondary,no,1547,1,0,20-Nov-21,405,1,-1,0,unknown,1
1001,32,services,single,tertiary,no,945,0,0,20-Nov-21,531,1,-1,0,unknown,1
1002,32,technician,single,secondary,no,6402,1,0,20-Nov-21,628,1,-1,0,unknown,1
1003,36,self-employed,single,secondary,no,1295,0,0,20-Nov-21,1192,1,-1,0,unknown,1
1004,45,technician,married,secondary,no,6993,1,0,20-Nov-21,283,1,-1,0,unknown,1
1005,47,self-employed,married,secondary,no,4420,1,1,20-Nov-21,454,1,-1,0,unknown,1
1006,35,management,divorced,tertiary,no,141,0,1,20-Nov-21,728,1,-1,0,unknown,1
1007,36,services,married,secondary,no,11462,1,0,20-Nov-21,993,1,-1,0,unknown,1
1008,33,technician,married,tertiary,no,6843,0,0,20-Nov-21,755,1,100,10,other,1
1009,30,blue-collar,married,secondary,no,501,1,1,20-Nov-21,994,1,177,1,failure,1
1010,32,services,single,secondary,no,5806,1,0,20-Nov-21,1503,2,-1,0,unknown,1
1011,45,entrepreneur,married,tertiary,no,20138,1,0,20-Nov-21,871,5,-1,0,unknown,1
1012,47,services,married,secondary,no,1315,0,0,20-Nov-21,329,4,-1,0,unknown,1
1013,46,technician,married,tertiary,no,0,0,0,20-Nov-21,531,1,167,1,failure,1
1014,39,unemployed,single,tertiary,no,7,1,0,20-Nov-21,931,4,-1,0,unknown,1
1015,30,services,married,secondary,no,3929,1,0,20-Nov-21,593,1,-1,0,unknown,1
1016,45,self-employed,married,secondary,no,7,0,0,20-Nov-21,691,1,-1,0,unknown,1
1017,43,blue-collar,married,secondary,no,699,1,1,20-Nov-21,1258,2,122,2,other,1
1018,53,blue-collar,married,primary,no,421,1,0,20-Nov-21,677,1,-1,0,unknown,1
1019,43,technician,married,tertiary,no,4333,1,0,20-Nov-21,1490,3,-1,0,unknown,1
1020,54,management,divorced,secondary,no,300,1,0,20-Nov-21,562,2,-1,0,unknown,1
1021,30,blue-collar,single,secondary,no,7773,1,0,20-Nov-21,705,1,-1,0,unknown,1
1022,30,admin.,married,secondary,no,1794,0,0,20-Nov-21,1035,1,-1,0,unknown,1
1023,36,management,single,tertiary,no,2032,0,1,20-Nov-21,736,1,-1,0,unknown,1
1024,33,management,married,tertiary,no,3401,0,0,20-Nov-21,253,1,-1,0,unknown,1
1025,38,entrepreneur,married,tertiary,no,1110,1,0,20-Nov-21,888,2,183,2,failure,1
1026,37,technician,divorced,secondary,no,3068,1,1,20-Nov-21,370,2,195,1,other,1
1027,32,services,married,secondary,no,983,1,0,20-Nov-21,500,2,133,1,failure,1
1028,59,technician,divorced,secondary,no,2396,0,0,20-Nov-21,488,1,-1,0,unknown,1
1029,59,retired,married,secondary,no,6888,0,0,20-Nov-21,1025,2,-1,0,unknown,1
1030,46,admin.,divorced,secondary,no,2087,0,0,20-Nov-21,768,3,-1,0,unknown,1
1031,32,blue-collar,single,primary,no,121,1,0,20-Nov-21,758,1,-1,0,unknown,1
1032,52,entrepreneur,single,tertiary,no,3469,1,0,20-Nov-21,653,1,-1,0,unknown,1
1033,45,blue-collar,married,primary,no,5461,1,0,20-Nov-21,841,2,-1,0,unknown,1
1034,52,blue-collar,married,secondary,no,7119,0,1,20-Nov-21,871,3,-1,0,unknown,1
1035,31,blue-collar,married,tertiary,no,-35,0,0,20-Nov-21,952,2,-1,0,unknown,1
1036,31,unemployed,married,secondary,no,314,1,0,20-Nov-21,1341,3,178,7,failure,1
1037,39,technician,single,secondary,no,18508,0,0,20-Nov-21,1598,4,-1,0,unknown,1
1038,35,blue-collar,married,secondary,no,5639,1,0,20-Nov-21,945,2,-1,0,unknown,1
1039,33,services,married,secondary,no,2918,0,1,20-Nov-21,1059,2,-1,0,unknown,1
1040,50,blue-collar,married,primary,no,12519,1,0,21-Nov-21,615,3,34,1,failure,1
1041,36,management,married,tertiary,no,4069,0,0,21-Nov-21,517,1,-1,0,unknown,1
1042,34,admin.,single,tertiary,no,4254,1,0,21-Nov-21,714,1,-1,0,unknown,1
1043,46,blue-collar,divorced,primary,no,219,1,0,21-Nov-21,729,1,-1,0,unknown,1
1044,47,technician,married,secondary,no,0,0,0,21-Nov-21,591,1,10,1,failure,1
1045,39,admin.,single,secondary,no,2263,1,1,21-Nov-21,1158,9,-1,0,unknown,1
1046,31,self-employed,single,tertiary,no,2589,0,0,21-Nov-21,614,1,-1,0,unknown,1
1047,41,management,single,tertiary,no,1982,0,0,21-Nov-21,558,1,-1,0,unknown,1
1048,59,management,married,tertiary,no,7049,0,0,21-Nov-21,530,1,163,2,failure,1
1049,39,management,divorced,tertiary,no,1968,0,0,21-Nov-21,648,1,-1,0,unknown,1
1050,48,housemaid,married,primary,no,7195,0,0,21-Nov-21,609,2,-1,0,unknown,1
1051,50,admin.,married,secondary,no,4117,0,0,21-Nov-21,530,1,-1,0,unknown,1
1052,31,admin.,single,secondary,no,3950,1,0,21-Nov-21,529,1,-1,0,unknown,1
1053,30,services,single,secondary,no,495,1,0,21-Nov-21,641,1,-1,0,unknown,1
1054,31,management,married,secondary,no,8629,1,0,21-Nov-21,957,1,184,2,failure,1
1055,30,technician,married,secondary,no,455,1,0,21-Nov-21,758,1,-1,0,unknown,1
1056,34,blue-collar,single,secondary,no,4536,1,0,21-Nov-21,963,1,-1,0,unknown,1
1057,53,blue-collar,married,secondary,no,1777,1,0,21-Nov-21,796,5,154,1,failure,1
1058,34,blue-collar,married,primary,no,3527,1,0,21-Nov-21,1022,1,-1,0,unknown,1
1059,57,management,married,tertiary,no,372,0,0,21-Nov-21,553,3,-1,0,unknown,1
1060,41,services,single,secondary,no,92,0,0,21-Nov-21,372,1,-1,0,unknown,1
1061,40,admin.,married,primary,no,72,1,1,21-Nov-21,849,1,-1,0,unknown,1
1062,37,admin.,divorced,secondary,no,1533,1,0,21-Nov-21,555,4,-1,0,unknown,1
1063,31,management,married,tertiary,no,4148,1,0,21-Nov-21,316,3,99,9,other,1
1064,58,management,married,tertiary,no,96,0,0,21-Nov-21,850,1,-1,0,unknown,1
1065,39,unemployed,married,secondary,no,2245,0,0,21-Nov-21,749,2,-1,0,unknown,1
1066,47,technician,married,secondary,no,834,0,1,21-Nov-21,902,1,133,2,other,1
1067,44,management,married,tertiary,no,4119,1,1,21-Nov-21,1074,1,-1,0,unknown,1
1068,45,technician,married,tertiary,no,-525,0,1,21-Nov-21,980,2,-1,0,unknown,1
1069,41,entrepreneur,married,primary,no,39,1,0,21-Nov-21,549,2,-1,0,unknown,1
1070,33,technician,single,tertiary,no,0,1,0,21-Nov-21,654,1,-1,0,unknown,1
1071,30,student,single,tertiary,no,2766,0,0,21-Nov-21,834,1,-1,0,unknown,1
1072,30,student,single,tertiary,no,3300,0,0,21-Nov-21,1571,1,-1,0,unknown,1
1073,42,management,married,tertiary,no,36,0,0,21-Nov-21,664,3,-1,0,unknown,1
1074,49,management,married,tertiary,no,22520,0,0,21-Nov-21,579,9,-1,0,unknown,1
1075,59,unemployed,single,primary,no,7724,0,0,21-Nov-21,373,3,-1,0,unknown,1
1076,31,unknown,married,secondary,no,111,0,0,21-Nov-21,504,2,93,2,failure,1
1077,43,management,married,tertiary,no,2640,0,0,21-Nov-21,314,4,-1,0,unknown,1
1078,38,management,married,tertiary,no,3436,0,0,21-Nov-21,663,4,-1,0,unknown,1
1079,30,services,married,secondary,no,0,1,0,21-Nov-21,681,4,-1,0,unknown,1
1080,35,admin.,divorced,secondary,no,3636,0,1,21-Nov-21,808,2,-1,0,unknown,1
1081,43,technician,married,secondary,no,3288,1,0,21-Nov-21,775,3,-1,0,unknown,1
1082,34,management,single,tertiary,no,2633,1,0,21-Nov-21,705,6,-1,0,unknown,1
1083,52,blue-collar,married,secondary,no,580,0,0,21-Nov-21,965,2,-1,0,unknown,1
1084,46,management,married,secondary,no,149,0,0,21-Nov-21,1222,2,-1,0,unknown,1
1085,46,services,divorced,secondary,no,4329,0,0,21-Nov-21,534,2,-1,0,unknown,1
1086,37,admin.,single,secondary,no,1097,1,0,21-Nov-21,1555,2,-1,0,unknown,1
1087,42,management,married,tertiary,no,1275,1,1,21-Nov-21,925,5,-1,0,unknown,1
1088,23,unemployed,single,primary,no,1003,0,0,27-Nov-21,8,1,-1,0,unknown,1
1089,53,management,divorced,secondary,no,1004,0,1,22-Dec-21,119,1,-1,0,unknown,1
1090,26,unemployed,single,tertiary,no,814,0,0,28-Jan-21,1387,1,-1,0,unknown,1
1091,49,technician,married,secondary,no,808,1,0,28-Jan-21,1232,1,-1,0,unknown,1
1092,34,unknown,single,secondary,no,859,0,0,28-Jan-21,829,1,-1,0,unknown,1
1093,28,unknown,single,secondary,no,4465,0,0,28-Jan-21,769,1,-1,0,unknown,1
1094,46,technician,divorced,tertiary,no,0,0,0,28-Jan-21,1199,2,-1,0,unknown,1
1095,26,unemployed,single,secondary,no,622,0,0,28-Jan-21,1451,2,-1,0,unknown,1
1096,31,services,single,secondary,no,1709,0,1,28-Jan-21,944,3,-1,0,unknown,1
1097,51,admin.,single,tertiary,no,394,0,0,28-Jan-21,968,2,-1,0,unknown,1
1098,47,blue-collar,married,secondary,no,1125,1,0,29-Jan-21,1101,1,-1,0,unknown,1
1099,53,blue-collar,married,primary,yes,-462,0,0,29-Jan-21,470,1,-1,0,unknown,1
1100,29,unemployed,single,primary,no,550,0,0,29-Jan-21,801,1,-1,0,unknown,1
1101,32,technician,single,secondary,no,540,0,1,29-Jan-21,750,1,-1,0,unknown,1
1102,26,blue-collar,single,primary,no,941,0,0,29-Jan-21,1165,1,-1,0,unknown,1
1103,40,management,single,tertiary,no,1361,0,0,29-Jan-21,1473,1,-1,0,unknown,1
1104,33,services,single,tertiary,no,-452,0,0,29-Jan-21,692,2,-1,0,unknown,1
1105,49,unemployed,married,primary,no,518,0,0,29-Jan-21,1917,2,-1,0,unknown,1
1106,60,technician,married,tertiary,no,-71,1,1,30-Jan-21,1451,1,-1,0,unknown,1
1107,41,management,single,secondary,no,3234,1,0,30-Jan-21,2770,1,-1,0,unknown,1
1108,36,technician,single,secondary,no,98,0,0,30-Jan-21,771,1,-1,0,unknown,1
1109,29,services,single,unknown,no,196,0,0,30-Jan-21,726,2,-1,0,unknown,1
1110,42,admin.,divorced,secondary,no,936,0,0,30-Jan-21,931,1,-1,0,unknown,1
1111,33,entrepreneur,single,tertiary,no,300,1,1,30-Jan-21,922,5,-1,0,unknown,1
